2022-06-20,22:23:53,24,42,24.73430633544922,45.37830352783203
2022-06-20,22:23:55,24,47,24.755287170410156,45.400238037109375
2022-06-20,22:23:56,24,47,24.748802185058594,45.336055755615234
2022-06-20,22:23:57,24,47,24.75910186767578,45.36924362182617
2022-06-20,22:23:59,24,47,24.753379821777344,45.4075813293457
2022-06-20,22:24:00,24,47,24.747848510742188,45.37363052368164
2022-06-20,22:24:02,24,47,24.767303466796875,45.3857421875
2022-06-20,22:24:05,24,47,24.770736694335938,45.342350006103516
2022-06-20,22:24:06,24,47,24.75872039794922,45.33376693725586
2022-06-20,22:24:08,24,47,24.752426147460938,45.34263610839844
2022-06-20,22:24:09,24,47,24.76329803466797,45.319175720214844
2022-06-20,22:24:10,24,47,24.771499633789062,45.33576965332031
2022-06-20,22:24:11,24,47,24.75910186767578,45.32051086425781
2022-06-20,22:24:13,24,47,24.761390686035156,45.30792236328125
2022-06-20,22:24:14,24,47,24.76787567138672,45.29438018798828
2022-06-20,22:24:15,24,47,24.755287170410156,45.30935287475586
2022-06-20,22:24:17,24,47,24.755287170410156,45.24412155151367
2022-06-20,22:24:18,24,47,24.771690368652344,45.23811340332031
2022-06-20,22:24:20,24,47,24.76215362548828,45.199012756347656
2022-06-20,22:24:23,24,46,24.779891967773438,45.15819549560547
2022-06-20,22:24:24,24,46,24.773025512695312,45.134830474853516
2022-06-20,22:24:26,24,47,24.767303466796875,45.157432556152344
2022-06-20,22:24:27,24,46,24.77436065673828,45.10965347290039
